web-scraper-order,web-scraper-start-url,shelfmark,shelfmark-href,all_link,all_link-href,h3_date,h3_startdate,h3_enddate,sub-all_link,sub-all_link-href
"1642687069-1874","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","","https://handrit.is/en/manuscript/list/keyword/kvad"
"1642686941-516","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Alfa og omega, upphaf og endir","https://handrit.is/en/manuscript/list/uniform?v=Alfa+og+omega%2C+upphaf+og+endir"
"1642687069-1883","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Laws","https://handrit.is/en/manuscript/list/keyword/log"
"1642686969-963","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/view/is/AM02-0211"
"1642686966-921","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","308","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/308?t:ac=KKKat"
"1642686941-631","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Arngerðarljóð","https://handrit.is/en/manuscript/list/uniform?v=Arnger%C3%B0arlj%C3%B3%C3%B0"
"1642687082-1972","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","7","https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/klog"
"1642686941-599","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Annálskvæði (5)","https://handrit.is/en/manuscript/list/uniform?v=Ann%C3%A1lskv%C3%A6%C3%B0i"
"1642686947-779","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","View All","https://handrit.is/en/manuscript/list/collection/HolmPerg"
"1642687066-1816","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","(27r-147v)","https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content"
"1642686919-301","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","No Title","https://handrit.is/en/manuscript/view/Rask115#section_1","1818","1818","null","About","https://handrit.is/en/about"
