web-scraper-order,web-scraper-start-url,shelfmark,shelfmark-href,all_link,all_link-href,h3_date,h3_startdate,h3_enddate,sub-all_link,sub-all_link-href
"1642686930-359","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115","1818","1818","null","«","https://handrit.is/da/manuscript/view/en/Rask114"
"1642686941-636","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Arnljóts saga Upplendingakappa (2)","https://handrit.is/en/manuscript/list/uniform?v=Arnlj%C3%B3ts+saga+Upplendingakappa"
"1642686947-781","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","ÍB 70 4to","https://handrit.is/en/manuscript/view/is/IB04-0070"
"1642687028-1293","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","«","https://handrit.is/en/manuscript/view/en/AM04-0352","1700-1715","1700","1715","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0352"
"1642687093-2254","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","More Details","https://handrit.is/en/biography/view/FreRos001","1485-1499","1485","1499","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046"
"1642687028-1288","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","«","https://handrit.is/en/manuscript/view/en/AM04-0352","1700-1715","1700","1715","Home","https://handrit.is/en/"
"1642686966-906","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","Acc. 4 c I[3]","https://handrit.is/en/manuscript/view/Acc-0004-c-I-3"
"1642687026-1282","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","»","https://handrit.is/en/manuscript/view/en/AM04-0354","1700-1715","1700","1715","Hervarar saga","https://handrit.is/en/manuscript/view/en/AM04-0354#section_1"
"1642687082-2015","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","AM 57 4to","https://handrit.is/en/manuscript/view/AM04-0057"
"1642686975-1015","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201","1600-1650","1600","1650","","https://handrit.is/da/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201"
"1642687084-2044","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM04-0047"
"1642686947-795","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","View All","https://handrit.is/en/manuscript/list/collection/JSSafn"
"1642686937-390","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Search","https://handrit.is/en/search/regular","1818","1818","null","Browse","https://handrit.is/en/manuscript/browse/uniform"
"1642687061-1661","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY"
"1642686966-892","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","11","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/11?t:ac=KKKat"
"1642687093-2242","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","More Details","https://handrit.is/en/biography/view/FreRos001","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM02-0001-f"
"1642686996-1120","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0200","1590-1610","1590","1610","«","https://handrit.is/da/manuscript/view/en/AM02-020-h"
"1642686941-643","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Articles by the Clerc Thord (2)","https://handrit.is/en/manuscript/list/uniform?v=Articles+by+the+Clerc+Thord"
"1642687066-1833","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2"
"1642687059-1613","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","(2r-6v)","https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content"
"1642687045-1333","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","»","https://handrit.is/en/manuscript/view/en/AM04-0047","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0047"
"1642686941-587","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Anna Brades Bønnebog","https://handrit.is/en/manuscript/list/uniform?v=Anna+Brades+B%C3%B8nnebog"
"1642687082-2010","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM04-0046"
"1642687069-1869","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY"
"1642687064-1733","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/WEB_DISPLAY"
"1642687093-2259","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","More Details","https://handrit.is/en/biography/view/FreRos001","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/en/AM04-0055"
"1642687087-2118","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/is/AM02-0315b"
"1642687056-1543","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6","1485-1499","1485","1499","More Details","https://handrit.is/en/biography/view/FreRos001"
"1642686969-975","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/view/da/AM04-0080"
"1642687082-1968","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","3","https://handrit.is/en/manuscript/list.browser.pager/3?t:ac=keyword/klog"
"1642687016-1230","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-265","1700-1730","1700","1730","Hjem","https://handrit.is/da/"
"1642687026-1270","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","»","https://handrit.is/en/manuscript/view/en/AM04-0354","1700-1715","1700","1715","More Details","https://handrit.is/en/biography/view/SilHuf001"
"1642687091-2197","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","AM 241 b VIII fol.","https://handrit.is/en/manuscript/view/AM02-0241-b-VIII"
"1642687091-2172","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/is/AM02-0126"
"1642687069-1885","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Laws","https://handrit.is/en/manuscript/list/keyword/log"
"1642687061-1659","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/HIGH_QUALITY_DISPLAY"
"1642686927-314","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","More Details","https://handrit.is/en/biography/view/RasRas001","1818","1818","null","Home","https://handrit.is/en/"
"1642686941-497","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Aladins æfintýr","https://handrit.is/en/manuscript/list/uniform?v=Aladins+%C3%A6fint%C3%BDr"
"1642687013-1201","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","Acc. 45 d","https://handrit.is/en/manuscript/view/Acc-0045-d"
"1642686969-942","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","10","https://handrit.is/en/manuscript/list.browser.pager/10?t:ac=keyword/sagnfr"
"1642687013-1209","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","AM 1 d beta fol.","https://handrit.is/en/manuscript/view/AM02-0001-d-beta"
"1642687069-1891","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Uplandslagen. Codex juris Uplandici, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3"
"1642686941-676","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Aví óart mína","https://handrit.is/en/manuscript/list/uniform?v=Av%C3%AD+%C3%B3art+m%C3%ADna"
"1642687064-1743","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","(1v)","https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content"
"1642687013-1197","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","","https://handrit.is/en/manuscript/view/da/Acc-0008"
"1642686969-976","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/view/da/AM04-0083-a"
"1642686941-407","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Verses","https://handrit.is/en/manuscript/browse/verse"
"1642686969-983","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/view/is/AM04-0140"
"1642687013-1211","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","","https://handrit.is/en/manuscript/imaging/en/AM02-0001-d-beta"
"1642686941-610","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Antons saga greifasonar (2)","https://handrit.is/en/manuscript/list/uniform?v=Antons+saga+greifasonar"
"1642686914-269","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","»","https://handrit.is/en/manuscript/view/en/Rask116","1818","1818","null","About","https://handrit.is/en/about"
"1642687066-1837","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6"
"1642686941-481","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Afturgangan","https://handrit.is/en/manuscript/list/uniform?v=Afturgangan"
"1642687059-1588","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content"
"1642686912-261","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Statistics","https://handrit.is/en/statistics","1818","1818","null","","https://handrit.is/en/statistics.outerlayout.language/da"
"1642687056-1566","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6","1485-1499","1485","1499","Send Feedback on Manuscript","https://handrit.is/en/popup/feedback/en/AM04-0046"
"1642686941-527","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Almanak 1856","https://handrit.is/en/manuscript/list/uniform?v=Almanak+1856"
"1642686947-761","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 325 II 4to","https://handrit.is/en/manuscript/view/AM04-0325-II"
"1642686919-304","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","No Title","https://handrit.is/en/manuscript/view/Rask115#section_1","1818","1818","null","More Details","https://handrit.is/en/biography/view/RasRas001"
"1642687059-1602","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/HIGH_QUALITY_DISPLAY"
"1642687069-1890","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Frederik Rostgaard","https://handrit.is/en/biography/view/FreRos001"
"1642687069-1904","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7"
"1642686975-1024","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201","1600-1650","1600","1650","»","https://handrit.is/da/manuscript/view/en/AM02-0202-g"
"1642686969-956","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/imaging/is/AM02-0106"
"1642686941-627","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Arnarrímur","https://handrit.is/en/manuscript/list/uniform?v=Arnarr%C3%ADmur"
"1642687004-1149","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","»","https://handrit.is/en/manuscript/view/en/AM08-266","1700-1730","1700","1730","Download as XML","https://handrit.is/en/manuscript/xml/AM08-266-en.xml"
"1642687026-1275","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","»","https://handrit.is/en/manuscript/view/en/AM04-0354","1700-1715","1700","1715","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat"
"1642687052-1389","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","View Images","https://handrit.is/en/manuscript/imaging/en/AM04-0046"
"1642687066-1829","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Canon law","https://handrit.is/en/manuscript/list/keyword/klog"
"1642686971-1001","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","View Images","https://handrit.is/en/manuscript/imaging/en/AM02-0201","1600-1650","1600","1650","","https://handrit.is/en/manuscript/imaging/en/AM02-0201#"
"1642687084-2029","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3","1485-1499","1485","1499","Home","https://handrit.is/en/"
"1642687056-1569","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6","1485-1499","1485","1499","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2"
"1642687087-2112","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM02-0315-h"
"1642687061-1687","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","Laws","https://handrit.is/en/manuscript/list/keyword/log"
"1642687054-1448","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","","https://handrit.is/en/admin"
"1642687069-1851","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","View Images","https://handrit.is/en/manuscript/imaging/en/AM04-0046"
"1642686947-753","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 242 fol.","https://handrit.is/en/manuscript/view/AM02-0242"
"1642686947-729","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Lbs 10 fol.","https://handrit.is/en/manuscript/view/is/Lbs02-0010"
"1642687061-1692","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","Frederik Rostgaard","https://handrit.is/en/biography/view/FreRos001"
"1642687013-1169","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","Home","https://handrit.is/en/"
"1642687016-1241","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-265","1700-1730","1700","1730","«","https://handrit.is/da/manuscript/view/en/AM08-263"
"1642687084-2048","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3","1485-1499","1485","1499","Statistics","https://handrit.is/en/statistics"
"1642687082-1964","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/list.outerlayout.language/da?t:ac=keyword/klog"
"1642687069-1902","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5"
"1642686937-389","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Search","https://handrit.is/en/search/regular","1818","1818","null","Home","https://handrit.is/en/"
"1642686930-347","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115","1818","1818","null","","https://handrit.is/da/admin"
"1642687064-1742","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","","https://handrit.is/en/manuscript/list/keyword/kvad"
"1642686941-659","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Atlakviða (10)","https://handrit.is/en/manuscript/list/uniform?v=Atlakvi%C3%B0a"
"1642686941-424","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Acta sanctorum","https://handrit.is/en/manuscript/list/uniform?v=Acta+sanctorum"
"1642687082-1985","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","AM 327 fol.","https://handrit.is/en/manuscript/view/AM02-0327"
"1642686941-449","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Að sauðarþjófur í sauðargæru (2)","https://handrit.is/en/manuscript/list/uniform?v=A%C3%B0+sau%C3%B0ar%C3%BEj%C3%B3fur+%C3%AD+sau%C3%B0arg%C3%A6ru"
"1642686971-1004","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","View Images","https://handrit.is/en/manuscript/imaging/en/AM02-0201","1600-1650","1600","1650","Front (r) (1 of 218)","https://handrit.is/en/manuscript/imaging/en/AM02-0201#"
"1642686947-736","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Listi yfir mynduð handrit í Árnastofnun","https://handrit.is/en/search/results/1rGzyl"
"1642686986-1073","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","Willum Worm","https://handrit.is/en/biography/view/WilWor001"
"1642687066-1779","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Home","https://handrit.is/en/"
"1642686941-517","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Alia constitucio Voldemari regis, 1354","https://handrit.is/en/manuscript/list/uniform?v=Alia+constitucio+Voldemari+regis%2C+1354"
"1642687052-1421","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","Laws","https://handrit.is/en/manuscript/list/keyword/log"
"1642686941-558","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","An Account of Iceland and the Greenland fisheries (1820)","https://handrit.is/en/manuscript/list/uniform?v=An+Account+of+Iceland+and+the+Greenland+fisheries+%281820%29"
"1642686941-648","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Artimundar saga sterka","https://handrit.is/en/manuscript/list/uniform?v=Artimundar+saga+sterka"
"1642687087-2132","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","25","https://handrit.is/en/manuscript/list.browser.pager/25?t:ac=keyword/log"
