source_label,source,target_label,target
"More Details",https://handrit.is/en/biography/view/ArnMag001,"Show All",https://handrit.is/en/biography/view/ArnMag001?showall.associated_manuscripts=1
Search,https://handrit.is/en/search/regular,Search,https://handrit.is/en/search/regular
"More Details",https://handrit.is/en/biography/view/ArnMag001,2,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=ArnMag001
Browse,https://handrit.is/en/manuscript/browse/uniform,Axarhamarsbragur,https://handrit.is/en/manuscript/list/uniform?v=Axarhamarsbragur
Browse,https://handrit.is/en/manuscript/browse/uniform,"Atlas Danicus",https://handrit.is/en/manuscript/list/uniform?v=Atlas+Danicus
"More Details",https://handrit.is/en/biography/view/RasRas001,,https://handrit.is/en/manuscript/view/is/IB08-0400
,https://handrit.is/en/manuscript/list/keyword/kvad,8,https://handrit.is/en/manuscript/list.browser.pager/8?t:ac=keyword/kvad
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115,Browse,https://handrit.is/da/manuscript/browse/uniform
«,https://handrit.is/en/manuscript/view/en/Rask114,Home,https://handrit.is/en/
«,https://handrit.is/en/manuscript/view/en/Rask114,About,https://handrit.is/en/about
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7
"More Details",https://handrit.is/en/biography/view/FreRos001,,https://handrit.is/en/biography/view.outerlayout.language/is?t:ac=FreRos001
Browse,https://handrit.is/en/manuscript/browse/uniform,"Alle tre-marks sager som findes i loven",https://handrit.is/en/manuscript/list/uniform?v=Alle+tre-marks+sager+som+findes+i+loven
,https://handrit.is/en/manuscript/list/keyword/kvad,6,https://handrit.is/en/manuscript/list.browser.pager/6?t:ac=keyword/kvad
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0200,,https://handrit.is/da/manuscript/list/keyword/sagnfr
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/WEB_DISPLAY
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0353,handrit.org,https://handrit.is/da/
,https://handrit.is/en/manuscript/list/keyword/kvad,,https://handrit.is/en/manuscript/imaging/is/AM02-0165k
Browse,https://handrit.is/en/manuscript/browse/uniform,Afmælisdagbók,https://handrit.is/en/manuscript/list/uniform?v=Afm%C3%A6lisdagb%C3%B3k
»,https://handrit.is/en/manuscript/view/en/AM02-0202-g,"Nornagests þáttr",https://handrit.is/en/manuscript/view/en/AM02-0202-g#part_1_section_1
"More Details",https://handrit.is/en/biography/view/FreRos001,Browse,https://handrit.is/en/manuscript/browse/uniform
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content
handrit.is,https://handrit.is/en/,"AM 242 fol.",https://handrit.is/en/manuscript/view/AM02-0242
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,,https://handrit.is/en/manuscript/view/da/AM02-0420
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/HIGH_QUALITY_DISPLAY
"View Images",https://handrit.is/en/manuscript/imaging/en/AM02-0201,"About the BookReader",https://openlibrary.org/dev/docs/bookreader
"No Title",https://handrit.is/en/manuscript/view/AM02-0201#section_1,Home,https://handrit.is/en/
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,Search,https://handrit.is/en/search/regular
Laws,https://handrit.is/en/manuscript/list/keyword/log,"AM 304 fol.",https://handrit.is/en/manuscript/view/AM02-0304
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,Home,https://handrit.is/en/
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/HIGH_QUALITY_DISPLAY
,https://handrit.is/en/manuscript/list/keyword/kvad,,https://handrit.is/en/manuscript/view/is/AM02-0125
Browse,https://handrit.is/en/manuscript/browse/uniform,"Arendals forordning",https://handrit.is/en/manuscript/list/uniform?v=Arendals+forordning
handrit.is,https://handrit.is/en/,"GKS 2365 4to",https://handrit.is/en/manuscript/view/is/GKS04-2365
»,https://handrit.is/en/manuscript/view/en/AM04-0354,"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0354-en.xml
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,"AM 310 fol.",https://handrit.is/en/manuscript/view/AM02-0310
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
Browse,https://handrit.is/en/manuscript/browse/uniform,"Annáll 1400-1586",https://handrit.is/en/manuscript/list/uniform?v=Ann%C3%A1ll+1400-1586
Laws,https://handrit.is/en/manuscript/list/keyword/log,10,https://handrit.is/en/manuscript/list.browser.pager/10?t:ac=keyword/log
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046
»,https://handrit.is/en/manuscript/view/en/AM08-266,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-266
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/HIGH_QUALITY_DISPLAY
"More Details",https://handrit.is/en/biography/view/RasRas001,,https://handrit.is/en/manuscript/view/is/JS04-0402
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY
Browse,https://handrit.is/en/manuscript/browse/uniform,handrit.is,https://handrit.is/en/
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265,Leita,https://handrit.is/is/search/regular
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0353,Søg,https://handrit.is/da/search/regular
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11
"More Details",https://handrit.is/en/biography/view/ArnMag001,,https://handrit.is/en/manuscript/view/da/AM02-0001-b
»,https://handrit.is/en/manuscript/view/en/AM04-0354,»,https://handrit.is/en/manuscript/view/en/AM04-0355
,https://handrit.is/en/manuscript/list/keyword/sagnfr,Keyword,https://handrit.is/en/manuscript/browse/keyword
Browse,https://handrit.is/en/manuscript/browse/uniform,"Aldarfarsbók Páls lögmanns Vídalíns",https://handrit.is/en/manuscript/list/uniform?v=Aldarfarsb%C3%B3k+P%C3%A1ls+l%C3%B6gmanns+V%C3%ADdal%C3%ADns
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8
,https://handrit.is/en/manuscript/list/keyword/kvad,,https://handrit.is/en/manuscript/view/is/AM02-0241a-II
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,,https://handrit.is/en/manuscript/view/da/AM04-0049
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
Laws,https://handrit.is/en/manuscript/list/keyword/log,9,https://handrit.is/en/manuscript/list.browser.pager/9?t:ac=keyword/log
Browse,https://handrit.is/en/manuscript/browse/uniform,"Af ágirnd Absalons erkibiskups ok af einum bónda",https://handrit.is/en/manuscript/list/uniform?v=Af+%C3%A1girnd+Absalons+erkibiskups+ok+af+einum+b%C3%B3nda
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,Laws,https://handrit.is/en/manuscript/list/keyword/log
«,https://handrit.is/en/manuscript/view/en/AM02-0200,About,https://handrit.is/en/about
»,https://handrit.is/en/manuscript/view/en/AM04-0354,,https://handrit.is/en/admin
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,"AM 30 8vo",https://handrit.is/en/manuscript/view/AM08-030
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,handrit.is,https://handrit.is/en/
handrit.is,https://handrit.is/en/,"ÍBR 1 4to",https://handrit.is/en/manuscript/view/is/IBR04-0001
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3
«,https://handrit.is/en/manuscript/view/en/Rask114,«,https://handrit.is/en/manuscript/view/en/Rask113
Browse,https://handrit.is/en/manuscript/browse/uniform,"Andra rímur (6)",https://handrit.is/en/manuscript/list/uniform?v=Andra+r%C3%ADmur
«,https://handrit.is/en/manuscript/view/en/AM04-0045,"Mass of the Five Wounds",https://handrit.is/en/manuscript/view/en/AM04-0045#section_4
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0200,,https://handrit.is/da/admin
Laws,https://handrit.is/en/manuscript/list/keyword/log,Browse,https://handrit.is/en/manuscript/browse/uniform
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask115,"Ítarlegri upplýsingar",https://handrit.is/is/biography/view/RasRas001
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,Home,https://handrit.is/en/
"More Details",https://handrit.is/en/biography/view/FreRos001,2,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=FreRos001
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,6,https://handrit.is/en/manuscript/list.browser.pager/6?t:ac=keyword/klog
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,(164r-165r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,"AM 49 4to",https://handrit.is/en/manuscript/view/AM04-0049
«,https://handrit.is/en/manuscript/view/en/AM04-0045,"Skånelagen med Andreas Sunessons latinska bearbetning, Skånska Kyrkarätten och Stadsrätten, samt åtskilliga stadgar för Skåne. Codex Juris Scanici expositio latine conscripta ab Andrea Sunonis f. archiepiscopo Lundensi, Codices juris ecclesiastici ac urbici Scaniae, et statuta diversa Scaniam spectantia, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur9
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
"More Details",https://handrit.is/en/biography/view/FreRos001,Statistics,https://handrit.is/en/statistics
,https://handrit.is/en/manuscript/list/keyword/sagnfr,"AM 9 4to",https://handrit.is/en/manuscript/view/AM04-0009
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,3,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/3?t:ac=KKKat
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11
,https://handrit.is/en/manuscript/list/keyword/kvad,11,https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/kvad
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,(147v-148v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0046
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content,"164r  (1 of 3)",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#
"No Title",https://handrit.is/en/manuscript/view/Rask115#section_1,"Download as XML",https://handrit.is/en/manuscript/xml/Rask115-en.xml
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,Laws,https://handrit.is/en/manuscript/list/keyword/log
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200,handrit.is,https://handrit.is/is/
Laws,https://handrit.is/en/manuscript/list/keyword/log,,https://handrit.is/en/manuscript/view/is/AM02-0315c
Browse,https://handrit.is/en/manuscript/browse/uniform,"Ad laudes",https://handrit.is/en/manuscript/list/uniform?v=Ad+laudes
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0046
«,https://handrit.is/en/manuscript/view/en/AM08-263,handrit.is,https://handrit.is/en/
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content,"AM 46 4to",https://handrit.is/en/manuscript/view/en/AM04-0046
handrit.is,https://handrit.is/en/,"View All",https://handrit.is/en/manuscript/list/collection/IBR
"More Details",https://handrit.is/en/biography/view/ArnMag001,189,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/189?t:ac=ArnMag001
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200,,https://handrit.is/is/admin
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,Laws,https://handrit.is/en/manuscript/list/keyword/log
Browse,https://handrit.is/en/manuscript/browse/uniform,Aldahrollur,https://handrit.is/en/manuscript/list/uniform?v=Aldahrollur
,https://handrit.is/en/manuscript/list/keyword/sagnfr,,https://handrit.is/en/manuscript/view/is/AM04-0138
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,handrit.is,https://handrit.is/en/
"No Title",https://handrit.is/en/manuscript/view/AM02-0200#section_1,,https://handrit.is/en/admin
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115,"Om handrit.org",https://handrit.is/da/about
»,https://handrit.is/en/manuscript/view/en/AM02-0202-g,handrit.is,https://handrit.is/en/
Browse,https://handrit.is/en/manuscript/browse/uniform,Alþingisdómur.,https://handrit.is/en/manuscript/list/uniform?v=Al%C3%BEingisd%C3%B3mur.
Browse,https://handrit.is/en/manuscript/browse/uniform,Adagia,https://handrit.is/en/manuscript/list/uniform?v=Adagia
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY
«,https://handrit.is/en/manuscript/view/en/Rask114,"Rasmus Rask",https://handrit.is/en/biography/view/RasRas001
Search,https://handrit.is/en/search/regular,,https://handrit.is/en/search/regular.outerlayout.language/is
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0353,"Sækja XML færslu",https://handrit.is/is/manuscript/xml/AM04-0353-en.xml
